paper_id,dblp_key,congress,level,area,year,window,country_code,source,method,confidence,matched_by,source_work_id,source_doi,venue_query,source_id,matched_title,n_institutions_for_country
P0166758,conf/cidr/Nehme13,CIDR,A,Bases de datos,2013,2011-2015,US,openalex,source_or_venue_year_title_match,1.0,title_exact,https://openalex.org/W2397852794,,Innovative Data Systems Research,S4306418070,Unlocking Cool in Databases (and CS in general).,1
P0166761,conf/cidr/Stonebraker13,CIDR,A,Bases de datos,2013,2011-2015,US,openalex,source_or_venue_year_title_match,1.0,title_exact,https://openalex.org/W2407398379,,Innovative Data Systems Research,S4306418070,We are Under Attack; by the least publishable unit.,1
P0166763,conf/cidr/Stoyanovich13,CIDR,A,Bases de datos,2013,2011-2015,US,openalex,source_or_venue_year_title_match,1.0,title_exact,https://openalex.org/W2403660561,,Innovative Data Systems Research,S4306418070,Understanding the Structure of Ranked Data.,1
P0166766,conf/cidr/Tozun13,CIDR,A,Bases de datos,2013,2011-2015,CA,openalex,source_or_venue_year_title_match,1.0,title_exact,https://openalex.org/W2397606137,,Innovative Data Systems Research,S4306418070,A Case for Thread Migration.,1
P0166768,conf/cidr/Varghese13,CIDR,A,Bases de datos,2013,2011-2015,US,openalex,source_or_venue_year_title_match,1.0,title_exact,https://openalex.org/W2401549167,,Innovative Data Systems Research,S4306418070,We Don't Need No Stinking Databases in Genomics.,1
P0166769,conf/cidr/Wang13,CIDR,A,Bases de datos,2013,2011-2015,US,openalex,source_or_venue_year_title_match,1.0,title_exact,https://openalex.org/W2402527207,,Innovative Data Systems Research,S4306418070,A Probabilistic Knowledge Base System.,1
P0166771,conf/cidr/Xin13,CIDR,A,Bases de datos,2013,2011-2015,US,openalex,source_or_venue_year_title_match,1.0,title_exact,https://openalex.org/W2398502835,,Innovative Data Systems Research,S4306418070,Beating State-of-the-art By -10000%.,1
P0202430,conf/cidr/000215,CIDR,A,Bases de datos,2015,2011-2015,US,openalex,source_or_venue_year_title_match,1.0,title_exact,https://openalex.org/W2584156726,,Innovative Data Systems Research,S4306418070,Poor Usability in Data Processing.,1
P0202432,conf/cidr/Alvaro15,CIDR,A,Bases de datos,2015,2011-2015,US,openalex,source_or_venue_year_title_match,1.0,title_exact,https://openalex.org/W2585867976,,Innovative Data Systems Research,S4306418070,Inner CALM: Concurrency control protocols through the looking glass.,1
P0202435,conf/cidr/Antenucci15,CIDR,A,Bases de datos,2015,2011-2015,US,openalex,source_or_venue_year_title_match,1.0,title_exact,https://openalex.org/W2584983797,,Innovative Data Systems Research,S4306418070,Guided Clustering for Social Media Nowcasting.,2
P0202436,conf/cidr/Bailis15,CIDR,A,Bases de datos,2015,2011-2015,US,openalex,source_or_venue_year_title_match,1.0,title_exact,https://openalex.org/W2395304704,,Innovative Data Systems Research,S4306418070,The Case for Invariant-Based Concurrency Control.,1
P0202437,conf/cidr/BalakrishnanHHL15,CIDR,A,Bases de datos,2015,2011-2015,US,openalex,source_or_venue_year_title_match,1.0,title_exact,https://openalex.org/W2402694377,,Innovative Data Systems Research,S4306418070,Applying WebTables in Practice,10
P0202439,conf/cidr/BugiottiBDIM15,CIDR,A,Bases de datos,2015,2011-2015,FR,openalex,source_or_venue_year_title_match,1.0,title_exact,https://openalex.org/W2397216586,,Innovative Data Systems Research,S4306418070,Invisible Glue: Scalable Self-Tunning Multi-Stores.,12
P0202441,conf/cidr/Cafarella15,CIDR,A,Bases de datos,2015,2011-2015,US,openalex,source_or_venue_year_title_match,1.0,title_exact,https://openalex.org/W2395612565,,Innovative Data Systems Research,S4306418070,Synthesizing Data Programs,1
P0202442,conf/cidr/Cheung15,CIDR,A,Bases de datos,2015,2011-2015,US,openalex,source_or_venue_year_title_match,1.0,title_exact,https://openalex.org/W2403416979,,Innovative Data Systems Research,S4306418070,Towards Generating Application-Specific Data Management Systems.,1
P0202446,conf/cidr/Dittrich15,CIDR,A,Bases de datos,2015,2011-2015,DE,openalex,source_or_venue_year_title_match,1.0,title_exact,https://openalex.org/W2397500459,,Innovative Data Systems Research,S4306418070,The Case for Small Data Management,1
P0202449,conf/cidr/FernandezPKNRKL15,CIDR,A,Bases de datos,2015,2011-2015,GB,openalex,source_or_venue_year_title_match,1.0,title_exact,https://openalex.org/W2294178609,,Innovative Data Systems Research,S4306418070,Liquid: Unifying Nearline and Offline Big Data Integration,2
P0202449,conf/cidr/FernandezPKNRKL15,CIDR,A,Bases de datos,2015,2011-2015,US,openalex,source_or_venue_year_title_match,1.0,title_exact,https://openalex.org/W2294178609,,Innovative Data Systems Research,S4306418070,Liquid: Unifying Nearline and Offline Big Data Integration,8
P0202451,conf/cidr/Gawlick15,CIDR,A,Bases de datos,2015,2011-2015,US,openalex,source_or_venue_year_title_match,1.0,title_exact,https://openalex.org/W2293721084,,Innovative Data Systems Research,S4306418070,Mastering Situation Awareness: The Next Frontier?,1
P0202453,conf/cidr/HalsteadANT15,CIDR,A,Bases de datos,2015,2011-2015,US,openalex,source_or_venue_year_title_match,1.0,title_exact,https://openalex.org/W2295615355,,Innovative Data Systems Research,S4306418070,FPGA-based Multithreading for In-Memory Hash Joins,4
P0202456,conf/cidr/Helland15a,CIDR,A,Bases de datos,2015,2011-2015,US,openalex,source_or_venue_year_title_match,1.0,title_exact,https://openalex.org/W2396523266,,Innovative Data Systems Research,S4306418070,Heisenberg Was on the Write Track.,1
P0202457,conf/cidr/Hellerstein15,CIDR,A,Bases de datos,2015,2011-2015,US,openalex,source_or_venue_year_title_match,1.0,title_exact,https://openalex.org/W2396993481,,Innovative Data Systems Research,S4306418070,"Data, Technology and the Challenges of Abundance.",1
P0202458,conf/cidr/Howe15,CIDR,A,Bases de datos,2015,2011-2015,US,openalex,source_or_venue_year_title_match,1.0,title_exact,https://openalex.org/W2397633480,,Innovative Data Systems Research,S4306418070,Big Data Science Needs Big Data Middleware.,1
P0202460,conf/cidr/Jindal15,CIDR,A,Bases de datos,2015,2011-2015,US,openalex,source_or_venue_year_title_match,1.0,title_exact,https://openalex.org/W2399956086,,Innovative Data Systems Research,S4306418070,Robust Data Transformations.,1
P0202461,conf/cidr/JohnsonS15,CIDR,A,Bases de datos,2015,2011-2015,US,openalex,source_or_venue_year_title_match,1.0,title_exact,https://openalex.org/W2295398559,,Innovative Data Systems Research,S4306418070,Data Stream Warehousing In Tidalrace.,2
P0202467,conf/cidr/Kot15,CIDR,A,Bases de datos,2015,2011-2015,US,openalex,source_or_venue_year_title_match,1.0,title_exact,https://openalex.org/W2400359591,,Innovative Data Systems Research,S4306418070,Tracking Personal Data Use: Provenance and Trust.,1
P0202468,conf/cidr/Labrinidis15,CIDR,A,Bases de datos,2015,2011-2015,US,openalex,source_or_venue_year_title_match,1.0,title_exact,https://openalex.org/W2296465099,,Innovative Data Systems Research,S4306418070,The Big Data - Same Humans Problem.,1
P0202471,conf/cidr/LiuG15,CIDR,A,Bases de datos,2015,2011-2015,US,openalex,source_or_venue_year_title_match,1.0,title_exact,https://openalex.org/W2293962327,,Innovative Data Systems Research,S4306418070,Management of Flexible Schema Data in RDBMSs - Opportunities and Limitations for NoSQL -,1
P0202474,conf/cidr/MohapatraRK15,CIDR,A,Bases de datos,2015,2011-2015,US,openalex,source_or_venue_year_title_match,1.0,title_exact,https://openalex.org/W2403931021,,Innovative Data Systems Research,S4306418070,Raising Authorization Awareness in a DBMS,3
P0202475,conf/cidr/Mozafari15,CIDR,A,Bases de datos,2015,2011-2015,US,openalex,source_or_venue_year_title_match,1.0,title_exact,https://openalex.org/W2401409094,,Innovative Data Systems Research,S4306418070,Verdict: A System for Stochastic Query Planning.,1
P0202477,conf/cidr/Nandi15,CIDR,A,Bases de datos,2015,2011-2015,US,openalex,source_or_venue_year_title_match,1.0,title_exact,https://openalex.org/W2399525183,,Innovative Data Systems Research,S4306418070,Breathing Life into Database Textbooks.,1
P0202478,conf/cidr/Narula15,CIDR,A,Bases de datos,2015,2011-2015,US,openalex,source_or_venue_year_title_match,1.0,title_exact,https://openalex.org/W2399839052,,Innovative Data Systems Research,S4306418070,A Multicore Database is not a Distributed System.,1
P0202481,conf/cidr/Papaemmanouil15,CIDR,A,Bases de datos,2015,2011-2015,US,openalex,source_or_venue_year_title_match,1.0,title_exact,https://openalex.org/W2399748233,,Innovative Data Systems Research,S4306418070,XCloud: Extensible Performance Management for Cloud Data Services.,1
P0202482,conf/cidr/Porobic15,CIDR,A,Bases de datos,2015,2011-2015,CH,openalex,source_or_venue_year_title_match,1.0,title_exact,https://openalex.org/W2403990343,,Innovative Data Systems Research,S4306418070,Smoothing non-uniform communication latencies for OLTP.,1
P0202485,conf/cidr/Salihoglu15,CIDR,A,Bases de datos,2015,2011-2015,US,openalex,source_or_venue_year_title_match,1.0,title_exact,https://openalex.org/W2546687440,,Innovative Data Systems Research,S4306418070,Let's Rethink Join Optimization in Distributed Systems,1
P0202486,conf/cidr/TerrizzanoSRC15,CIDR,A,Bases de datos,2015,2011-2015,US,openalex,source_or_venue_year_title_match,1.0,title_exact,https://openalex.org/W2186090720,,Innovative Data Systems Research,S4306418070,Data Wrangling: The Challenging Yourney from the Wild to the Lake.,3
P0202487,conf/cidr/VernonUB15,CIDR,A,Bases de datos,2015,2011-2015,US,openalex,source_or_venue_year_title_match,1.0,title_exact,https://openalex.org/W2406406314,,Innovative Data Systems Research,S4306418070,An Information Provider's Wish List for a Next Generation Big Data End-to-End Information System.,2
P0202489,conf/cidr/Wu15,CIDR,A,Bases de datos,2015,2011-2015,US,openalex,source_or_venue_year_title_match,1.0,title_exact,https://openalex.org/W2396219069,,Innovative Data Systems Research,S4306418070,Data Visualization Management Systems.,1
P0240724,conf/cidr/000117,CIDR,A,Bases de datos,2017,2016-2020,US,openalex,source_or_venue_year_title_match,1.0,title_exact,https://openalex.org/W2584043278,,Innovative Data Systems Research,S4306418070,Casual Querying: Facilitating Information Dissemination in Ad-hoc Environments.,1
P0240725,conf/cidr/000217,CIDR,A,Bases de datos,2017,2016-2020,US,openalex,source_or_venue_year_title_match,1.0,title_exact,https://openalex.org/W2583131724,,Innovative Data Systems Research,S4306418070,CIDR: Chat-oriented Innovations in Database Research.,1
P0240727,conf/cidr/Alvaro17,CIDR,A,Bases de datos,2017,2016-2020,US,openalex,source_or_venue_year_title_match,1.0,title_exact,https://openalex.org/W2585183278,,Innovative Data Systems Research,S4306418070,GeneralStore: Declarative Programmable Storage.,1
P0240729,conf/cidr/Athanassoulis17,CIDR,A,Bases de datos,2017,2016-2020,US,openalex,source_or_venue_year_title_match,1.0,title_exact,https://openalex.org/W2583524414,,Innovative Data Systems Research,S4306418070,Secure Data Systems and Performance: Friends or Foe?,1
P0240730,conf/cidr/BailisGRS17,CIDR,A,Bases de datos,2017,2016-2020,US,openalex,source_or_venue_year_title_match,1.0,title_exact,https://openalex.org/W2583166314,,Innovative Data Systems Research,S4306418070,Prioritizing Attention in Analytic Monitoring.,4
P0240731,conf/cidr/BalazinskaCCCS17,CIDR,A,Bases de datos,2017,2016-2020,US,openalex,source_or_venue_year_title_match,1.0,title_exact,https://openalex.org/W2585182108,,Innovative Data Systems Research,S4306418070,A Visual Cloud for Virtual Reality Applications.,9
P0240732,conf/cidr/BarberGGMRSSSTT17,CIDR,A,Bases de datos,2017,2016-2020,CH,openalex,source_or_venue_year_title_match,1.0,title_exact,https://openalex.org/W2584505023,,Innovative Data Systems Research,S4306418070,Evolving Databases for New-Gen Big Data Applications.,1
P0240732,conf/cidr/BarberGGMRSSSTT17,CIDR,A,Bases de datos,2017,2016-2020,IT,openalex,source_or_venue_year_title_match,1.0,title_exact,https://openalex.org/W2584505023,,Innovative Data Systems Research,S4306418070,Evolving Databases for New-Gen Big Data Applications.,1
P0240732,conf/cidr/BarberGGMRSSSTT17,CIDR,A,Bases de datos,2017,2016-2020,US,openalex,source_or_venue_year_title_match,1.0,title_exact,https://openalex.org/W2584505023,,Innovative Data Systems Research,S4306418070,Evolving Databases for New-Gen Big Data Applications.,13
P0240733,conf/cidr/BernsteinDKM17,CIDR,A,Bases de datos,2017,2016-2020,CH,openalex,source_or_venue_year_title_match,1.0,title_exact,https://openalex.org/W2582885064,,Innovative Data Systems Research,S4306418070,Indexing in an Actor-Oriented Database.,1
P0240733,conf/cidr/BernsteinDKM17,CIDR,A,Bases de datos,2017,2016-2020,US,openalex,source_or_venue_year_title_match,1.0,title_exact,https://openalex.org/W2582885064,,Innovative Data Systems Research,S4306418070,Indexing in an Actor-Oriented Database.,2
P0240734,conf/cidr/BinnigSKUZZ17,CIDR,A,Bases de datos,2017,2016-2020,US,openalex,source_or_venue_year_title_match,1.0,title_exact,https://openalex.org/W2585857961,,Innovative Data Systems Research,S4306418070,"Toward Sustainable Insights, or Why Polygamy is Bad for You.",6
P0240735,conf/cidr/Blanas17,CIDR,A,Bases de datos,2017,2016-2020,US,openalex,source_or_venue_year_title_match,1.0,title_exact,https://openalex.org/W2585514777,,Innovative Data Systems Research,S4306418070,Query processing for datacenter-scale computers.,1
P0240737,conf/cidr/Bussler17,CIDR,A,Bases de datos,2017,2016-2020,US,openalex,source_or_venue_year_title_match,1.0,title_exact,https://openalex.org/W2584570607,,Innovative Data Systems Research,S4306418070,SQL for NoSQL Databases: Deja Vu (Part 2).,1
P0240738,conf/cidr/Callaghan17,CIDR,A,Bases de datos,2017,2016-2020,IL,openalex,source_or_venue_year_title_match,1.0,title_exact,https://openalex.org/W2583886806,,Innovative Data Systems Research,S4306418070,How to Talk to People at Conferences.,1
P0240740,conf/cidr/ChenWHLZ17,CIDR,A,Bases de datos,2017,2016-2020,US,openalex,source_or_venue_year_title_match,1.0,title_exact,https://openalex.org/W2584881186,,Innovative Data Systems Research,S4306418070,"Data Provenance at Internet Scale: Architecture, Experiences, and the Road Ahead.",9
P0240741,conf/cidr/ChuWWC17,CIDR,A,Bases de datos,2017,2016-2020,US,openalex,source_or_venue_year_title_match,1.0,title_exact,https://openalex.org/W2584709123,,Innovative Data Systems Research,S4306418070,Cosette: An Automated Prover for SQL.,8
P0240745,conf/cidr/DengFAWSEIMO017,CIDR,A,Bases de datos,2017,2016-2020,CA,openalex,source_or_venue_year_title_match,1.0,title_exact,https://openalex.org/W2585438896,,Innovative Data Systems Research,S4306418070,The data civilizer system,1
P0240745,conf/cidr/DengFAWSEIMO017,CIDR,A,Bases de datos,2017,2016-2020,DE,openalex,source_or_venue_year_title_match,1.0,title_exact,https://openalex.org/W2585438896,,Innovative Data Systems Research,S4306418070,The data civilizer system,1
P0240745,conf/cidr/DengFAWSEIMO017,CIDR,A,Bases de datos,2017,2016-2020,QA,openalex,source_or_venue_year_title_match,1.0,title_exact,https://openalex.org/W2585438896,,Innovative Data Systems Research,S4306418070,The data civilizer system,3
P0240745,conf/cidr/DengFAWSEIMO017,CIDR,A,Bases de datos,2017,2016-2020,SG,openalex,source_or_venue_year_title_match,1.0,title_exact,https://openalex.org/W2585438896,,Innovative Data Systems Research,S4306418070,The data civilizer system,1
P0240745,conf/cidr/DengFAWSEIMO017,CIDR,A,Bases de datos,2017,2016-2020,US,openalex,source_or_venue_year_title_match,1.0,title_exact,https://openalex.org/W2585438896,,Innovative Data Systems Research,S4306418070,The data civilizer system,4
P0240748,conf/cidr/ElgamalLBETRS17,CIDR,A,Bases de datos,2017,2016-2020,US,openalex,source_or_venue_year_title_match,1.0,title_exact,https://openalex.org/W2585098096,,Innovative Data Systems Research,S4306418070,SPOOF: Sum-Product Optimization and Operator Fusion for Large-Scale Machine Learning.,7
P0240749,conf/cidr/FaleiroA17,CIDR,A,Bases de datos,2017,2016-2020,US,openalex,source_or_venue_year_title_match,1.0,title_exact,https://openalex.org/W2584820231,,Innovative Data Systems Research,S4306418070,Latch-free Synchronization in Database Systems: Silver Bullet or Fool's Gold?,2
P0240751,conf/cidr/Franklin17,CIDR,A,Bases de datos,2017,2016-2020,US,openalex,source_or_venue_year_title_match,1.0,title_exact,https://openalex.org/W2584632599,,Innovative Data Systems Research,S4306418070,Mike Franklin Spits Fire.,1
P0240752,conf/cidr/Gubanov17,CIDR,A,Bases de datos,2017,2016-2020,US,openalex,source_or_venue_year_title_match,1.0,title_exact,https://openalex.org/W2585000241,,Innovative Data Systems Research,S4306418070,Hybrid: A Large-scale In-memory Image Analytics Engine.,1
P0240753,conf/cidr/GuoM17,CIDR,A,Bases de datos,2017,2016-2020,CN,openalex,source_or_venue_year_title_match,1.0,title_exact,https://openalex.org/W2584618373,,Innovative Data Systems Research,S4306418070,Density Peaks Clustering with Differential Privacy.,1
P0240754,conf/cidr/Hasan17,CIDR,A,Bases de datos,2017,2016-2020,IE,openalex,source_or_venue_year_title_match,1.0,title_exact,https://openalex.org/W2584349699,,Innovative Data Systems Research,S4306418070,NoSym: Non-Symbolic Databases for Data Decoupling.,1
P0240755,conf/cidr/Heinis17,CIDR,A,Bases de datos,2017,2016-2020,GB,openalex,source_or_venue_year_title_match,1.0,title_exact,https://openalex.org/W2584135133,,Innovative Data Systems Research,S4306418070,Neuromorphic Hardware As Database Co-Processors.,1
P0240756,conf/cidr/HellersteinSGSA17,CIDR,A,Bases de datos,2017,2016-2020,AU,openalex,source_or_venue_year_title_match,1.0,title_exact,https://openalex.org/W2584580687,,Innovative Data Systems Research,S4306418070,Ground: A Data Context Service.,1
P0240756,conf/cidr/HellersteinSGSA17,CIDR,A,Bases de datos,2017,2016-2020,IN,openalex,source_or_venue_year_title_match,1.0,title_exact,https://openalex.org/W2584580687,,Innovative Data Systems Research,S4306418070,Ground: A Data Context Service.,1
P0240756,conf/cidr/HellersteinSGSA17,CIDR,A,Bases de datos,2017,2016-2020,US,openalex,source_or_venue_year_title_match,1.0,title_exact,https://openalex.org/W2584580687,,Innovative Data Systems Research,S4306418070,Ground: A Data Context Service.,4
P0240758,conf/cidr/JohnPP17,CIDR,A,Bases de datos,2017,2016-2020,US,openalex,source_or_venue_year_title_match,1.0,title_exact,https://openalex.org/W2585320087,,Innovative Data Systems Research,S4306418070,Ava: From Data to Insights Through Conversations.,3
P0240760,conf/cidr/Kennedy17,CIDR,A,Bases de datos,2017,2016-2020,US,openalex,source_or_venue_year_title_match,1.0,title_exact,https://openalex.org/W2585332716,,Innovative Data Systems Research,S4306418070,Stop the Truthiness and Just Be Wrong.,1
P0240762,conf/cidr/KimuraSW17,CIDR,A,Bases de datos,2017,2016-2020,US,openalex,source_or_venue_year_title_match,1.0,title_exact,https://openalex.org/W2584132282,,Innovative Data Systems Research,S4306418070,Janus: Transaction Processing of Navigation and Analytic Graph Queries on Many-core Servers.,2
P0240763,conf/cidr/Krishnan17,CIDR,A,Bases de datos,2017,2016-2020,US,openalex,source_or_venue_year_title_match,1.0,title_exact,https://openalex.org/W2583121515,,Innovative Data Systems Research,S4306418070,RLEX: Saftey and Data Quality in Reinforcement Learning-based and Adaptive Systems.,1
P0240764,conf/cidr/Kumar17,CIDR,A,Bases de datos,2017,2016-2020,US,openalex,source_or_venue_year_title_match,1.0,title_exact,https://openalex.org/W2584098535,,Innovative Data Systems Research,S4306418070,CEREBRO: A System to Manage Deep Learning for Relational Data Analytics.,1
P0240765,conf/cidr/LeisRGK017,CIDR,A,Bases de datos,2017,2016-2020,DE,openalex,source_or_venue_year_title_match,1.0,title_exact,https://openalex.org/W2585664214,,Innovative Data Systems Research,S4306418070,Cardinality Estimation Done Right: Index-Based Join Sampling.,5
P0240766,conf/cidr/Lin17,CIDR,A,Bases de datos,2017,2016-2020,US,openalex,source_or_venue_year_title_match,1.0,title_exact,https://openalex.org/W2585685390,,Innovative Data Systems Research,S4306418070,Answer yes/no queries in search engines.,1
P0240768,conf/cidr/Madden17,CIDR,A,Bases de datos,2017,2016-2020,US,openalex,source_or_venue_year_title_match,1.0,title_exact,https://openalex.org/W2585556906,,Innovative Data Systems Research,S4306418070,We Are Boring.,1
P0240769,conf/cidr/MarcusP17,CIDR,A,Bases de datos,2017,2016-2020,US,openalex,source_or_venue_year_title_match,1.0,title_exact,https://openalex.org/W2583673041,,Innovative Data Systems Research,S4306418070,Releasing Cloud Databases for the Chains of Performance Prediction Models.,2
P0240770,conf/cidr/MattsonGSDP17,CIDR,A,Bases de datos,2017,2016-2020,US,openalex,source_or_venue_year_title_match,1.0,title_exact,https://openalex.org/W2584177841,,Innovative Data Systems Research,S4306418070,Demonstrating the BigDAWG Polystore System for Ocean Metagenomics Analysis.,5
P0240771,conf/cidr/MavlyutovCAC17,CIDR,A,Bases de datos,2017,2016-2020,CH,openalex,source_or_venue_year_title_match,1.0,title_exact,https://openalex.org/W2566959321,,Innovative Data Systems Research,S4306418070,Dependency-Driven Analytics: A Compass for Uncharted Data Oceans.,2
P0240771,conf/cidr/MavlyutovCAC17,CIDR,A,Bases de datos,2017,2016-2020,US,openalex,source_or_venue_year_title_match,1.0,title_exact,https://openalex.org/W2566959321,,Innovative Data Systems Research,S4306418070,Dependency-Driven Analytics: A Compass for Uncharted Data Oceans.,1
P0240772,conf/cidr/MeehanAZT17,CIDR,A,Bases de datos,2017,2016-2020,CA,openalex,source_or_venue_year_title_match,1.0,title_exact,https://openalex.org/W2583699183,,Innovative Data Systems Research,S4306418070,Data Ingestion for the Connected World.,1
P0240772,conf/cidr/MeehanAZT17,CIDR,A,Bases de datos,2017,2016-2020,US,openalex,source_or_venue_year_title_match,1.0,title_exact,https://openalex.org/W2583699183,,Innovative Data Systems Research,S4306418070,Data Ingestion for the Connected World.,4
P0240773,conf/cidr/Michel17,CIDR,A,Bases de datos,2017,2016-2020,DE,openalex,source_or_venue_year_title_match,1.0,title_exact,https://openalex.org/W2583713933,,Innovative Data Systems Research,S4306418070,Playing Information LEGO at Large Scale.,1
P0240774,conf/cidr/MozafariRMMCBB17,CIDR,A,Bases de datos,2017,2016-2020,US,openalex,source_or_venue_year_title_match,1.0,title_exact,https://openalex.org/W2584246098,,Innovative Data Systems Research,S4306418070,"SnappyData: A Unified Cluster for Streaming, Transactions and Interactice Analytics.",2
P0240775,conf/cidr/PalkarTSSAZ17,CIDR,A,Bases de datos,2017,2016-2020,US,openalex,source_or_venue_year_title_match,1.0,title_exact,https://openalex.org/W2585388895,,Innovative Data Systems Research,S4306418070,A Common Runtime for High Performance Data Analysis.,6
P0240776,conf/cidr/Park17,CIDR,A,Bases de datos,2017,2016-2020,US,openalex,source_or_venue_year_title_match,1.0,title_exact,https://openalex.org/W2583966909,,Innovative Data Systems Research,S4306418070,Active Database Learning.,2
P0240777,conf/cidr/PavloAALLMMMPQS17,CIDR,A,Bases de datos,2017,2016-2020,CN,openalex,source_or_venue_year_title_match,1.0,title_exact,https://openalex.org/W2584555500,,Innovative Data Systems Research,S4306418070,Self-Driving Database Management Systems.,1
P0240777,conf/cidr/PavloAALLMMMPQS17,CIDR,A,Bases de datos,2017,2016-2020,SG,openalex,source_or_venue_year_title_match,1.0,title_exact,https://openalex.org/W2584555500,,Innovative Data Systems Research,S4306418070,Self-Driving Database Management Systems.,1
P0240777,conf/cidr/PavloAALLMMMPQS17,CIDR,A,Bases de datos,2017,2016-2020,US,openalex,source_or_venue_year_title_match,1.0,title_exact,https://openalex.org/W2584555500,,Innovative Data Systems Research,S4306418070,Self-Driving Database Management Systems.,12
P0240779,conf/cidr/RatnerBEF0R17,CIDR,A,Bases de datos,2017,2016-2020,US,openalex,source_or_venue_year_title_match,1.0,title_exact,https://openalex.org/W2584941603,,Innovative Data Systems Research,S4306418070,Snorkel: A System for Lightweight Extraction.,6
P0240780,conf/cidr/Rusu17,CIDR,A,Bases de datos,2017,2016-2020,US,openalex,source_or_venue_year_title_match,1.0,title_exact,https://openalex.org/W2584690966,,Innovative Data Systems Research,S4306418070,Scalable In-Situ Exploration over Raw Data.,1
P0240781,conf/cidr/Sadoghi17,CIDR,A,Bases de datos,2017,2016-2020,US,openalex,source_or_venue_year_title_match,1.0,title_exact,https://openalex.org/W2583376498,,Innovative Data Systems Research,S4306418070,ExpoDB: An Exploratory Data Science Platform.,1
P0240783,conf/cidr/Sauer17,CIDR,A,Bases de datos,2017,2016-2020,DE,openalex,source_or_venue_year_title_match,1.0,title_exact,https://openalex.org/W2978390922,,Innovative Data Systems Research,S4306418070,Exploring a continuum between main-memory and disk-oriented OLTP systems.,1
P0240784,conf/cidr/Shang17,CIDR,A,Bases de datos,2017,2016-2020,HK,openalex,source_or_venue_year_title_match,1.0,title_exact,https://openalex.org/W2584764793,,Innovative Data Systems Research,S4306418070,Next Generation Consistency Enforcement.,1
P0240785,conf/cidr/ShangY17,CIDR,A,Bases de datos,2017,2016-2020,HK,openalex,source_or_venue_year_title_match,1.0,title_exact,https://openalex.org/W2583232350,,Innovative Data Systems Research,S4306418070,My Weak Consistency is Strong.,2
P0240786,conf/cidr/SiddiquiLKXYZGL17,CIDR,A,Bases de datos,2017,2016-2020,US,openalex,source_or_venue_year_title_match,1.0,title_exact,https://openalex.org/W2584744402,,Innovative Data Systems Research,S4306418070,Fast-forwarding to desired visualizations with zenvisage,10
P0240789,conf/cidr/TangJE17,CIDR,A,Bases de datos,2017,2016-2020,US,openalex,source_or_venue_year_title_match,1.0,title_exact,https://openalex.org/W2583870166,,Innovative Data Systems Research,S4306418070,"Adaptive Concurrency Control: Despite the Looking Glass, One Concurrency Control Does Not Fit All.",3
P0240790,conf/cidr/Termehchy17,CIDR,A,Bases de datos,2017,2016-2020,US,openalex,source_or_venue_year_title_match,1.0,title_exact,https://openalex.org/W2583658636,,Innovative Data Systems Research,S4306418070,Reaching Mutual Understanding in a Society of Humans and Database Systems.,1
P0240793,conf/cidr/Vartak17,CIDR,A,Bases de datos,2017,2016-2020,US,openalex,source_or_venue_year_title_match,1.0,title_exact,https://openalex.org/W2584502673,,Innovative Data Systems Research,S4306418070,MODELDB: A System for Machine Learning Model Management.,1
P0240794,conf/cidr/WagnerRMHJG17,CIDR,A,Bases de datos,2017,2016-2020,US,openalex,source_or_venue_year_title_match,1.0,title_exact,https://openalex.org/W2584809868,,Innovative Data Systems Research,S4306418070,Database Forensic Analysis with DBCarver,4
P0240796,conf/cidr/WangBBHHHHJMMMM17,CIDR,A,Bases de datos,2017,2016-2020,US,openalex,source_or_venue_year_title_match,1.0,title_exact,https://openalex.org/W2585641484,,Innovative Data Systems Research,S4306418070,The Myria Big Data Management and Analytics System and Cloud Services.,28
P0285923,conf/cidr/ArvanitisBCPSW19,CIDR,A,Bases de datos,2019,2016-2020,US,openalex,source_or_venue_year_title_match,1.0,title_exact,https://openalex.org/W2912823961,,Innovative Data Systems Research,S4306418070,Automated Performance Management for the Big Data Stack.,4
P0285924,conf/cidr/Bernstein19,CIDR,A,Bases de datos,2019,2016-2020,US,openalex,source_or_venue_year_title_match,1.0,title_exact,https://openalex.org/W2912159897,,Innovative Data Systems Research,S4306418070,Serverless Event-Stream Processing over Virtual Actors.,4
P0285925,conf/cidr/BleifussBKNS19,CIDR,A,Bases de datos,2019,2016-2020,DE,openalex,source_or_venue_year_title_match,1.0,title_exact,https://openalex.org/W2914484990,,Innovative Data Systems Research,S4306418070,DBChEx: Interactive Exploration of Data and Schema Change.,3
P0285925,conf/cidr/BleifussBKNS19,CIDR,A,Bases de datos,2019,2016-2020,US,openalex,source_or_venue_year_title_match,1.0,title_exact,https://openalex.org/W2914484990,,Innovative Data Systems Research,S4306418070,DBChEx: Interactive Exploration of Data and Schema Change.,2
P0285926,conf/cidr/BordawekarS19,CIDR,A,Bases de datos,2019,2016-2020,IL,openalex,source_or_venue_year_title_match,1.0,title_exact,https://openalex.org/W2911347347,,Innovative Data Systems Research,S4306418070,Exploiting Latent Information in Relational Databases via Word Embedding and Application to Degrees of Disclosure.,1
