paper_id,dblp_key,congress,level,area,year,window,country_code,source,method,confidence,matched_by,source_work_id,doi,n_institutions_for_country
P0000094,conf/mm/DeshpandeZ01,ACMMM,A*,IA / ML,2001,2001-2005,US,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/500141.500197,10.1145/500141.500197,
P0000100,conf/mm/GonnoNTY01,ACMMM,A*,IA / ML,2001,2001-2005,JP,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/500141.500238,10.1145/500141.500238,
P0000115,conf/mm/KosugiNTMOKKKHK01,ACMMM,A*,IA / ML,2001,2001-2005,JP,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/500141.500254,10.1145/500141.500254,
P0000137,conf/mm/ObeidJD01,ACMMM,A*,IA / ML,2001,2001-2005,FR,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/500141.500233,10.1145/500141.500233,
P0000664,conf/chi/StifelmanAS01,CHI,A*,HCI,2001,2001-2005,GB,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/365024.365096,10.1145/365024.365096,
P0000690,conf/cikm/Couchot01,CIKM,A,Bases de datos,2001,2001-2005,FR,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/502585.502640,10.1145/502585.502640,
P0001311,conf/sigecom/AbergSM01,EC,A*,Teoría,2001,2001-2005,SE,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/501158.501180,10.1145/501158.501180,
P0001649,conf/focs/GuruswamiI01,FOCS,A*,Teoría,2001,2001-2005,US,crossref,doi_author_affiliation,0.82,doi,doi:10.1109/SFCS.2001.959942,10.1109/SFCS.2001.959942,
P0002837,conf/icfp/Chuang01,ICFP,A,Ing. del Software,2001,2001-2005,TW,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/507635.507649,10.1145/507635.507649,
P0002850,conf/icfp/Russell01,ICFP,A,Ing. del Software,2001,2001-2005,DE,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/507635.507655,10.1145/507635.507655,
P0005655,conf/iui/BohnenbergerJ01,IUI,A,HCI,2001,2001-2005,DE,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/359784.359829,10.1145/359784.359829,
P0005656,conf/iui/ButzBKL01,IUI,A,HCI,2001,2001-2005,DE,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/359784.359832,10.1145/359784.359832,
P0005668,conf/iui/HuangTHN01,IUI,A,HCI,2001,2001-2005,DE,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/359784.360295,10.1145/359784.360295,
P0006358,conf/kdd/BinghamM01,KDD,A*,Bases de datos,2001,2001-2005,FI,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/502512.502546,10.1145/502512.502546,
P0007077,conf/oopsla/LanzaD01,OOPSLA,A,Ing. del Software,2001,2001-2005,CH,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/504282.504304,10.1145/504282.504304,
P0007145,conf/podc/HuangG01,PODC,A*,Sistemas,2001,2001-2005,US,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/383962.384026,10.1145/383962.384026,
P0007189,conf/pods/Schuldt01,PODS,A*,Bases de datos,2001,2001-2005,CH,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/375551.375612,10.1145/375551.375612,
P0007449,conf/sigcomm/Chuanxiong01,SIGCOMM,A*,Redes,2001,2001-2005,CN,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/383059.383076,10.1145/383059.383076,
P0007462,conf/sigcomm/Snoeren01,SIGCOMM,A*,Redes,2001,2001-2005,GB,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/383059.383060,10.1145/383059.383060,
P0007596,conf/siggraph/CassellVB01,SIGGRAPH,A*,HCI,2001,2001-2005,GB,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/383259.383315,10.1145/383259.383315,
P0007711,conf/siggraph/SawhneyGHKAZ01,SIGGRAPH,A*,HCI,2001,2001-2005,CA,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/383259.383312,10.1145/383259.383312,
P0007787,conf/sigir/Joachims01,SIGIR,A*,Bases de datos,2001,2001-2005,DE,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/383952.383974,10.1145/383952.383974,
P0007829,conf/sigir/VoKM01,SIGIR,A*,Bases de datos,2001,2001-2005,AU,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/383952.383957,10.1145/383952.383957,
P0007831,conf/sigir/WanM01,SIGIR,A*,Bases de datos,2001,2001-2005,AU,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/383952.384061,10.1145/383952.384061,
P0007835,conf/sigir/XuWN01,SIGIR,A*,Bases de datos,2001,2001-2005,GB,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/383952.383968,10.1145/383952.383968,
P0007852,conf/sigmod/BohmBKK01,SIGMOD,A*,Bases de datos,2001,2001-2005,DE,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/375663.375714,10.1145/375663.375714,
P0008066,conf/sosp/SnoerenCG01,SOSP,A*,Sistemas,2001,2001-2005,GB,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/502034.502050,10.1145/502034.502050,
P0008182,conf/stoc/JerrumSV01,STOC,A*,Teoría,2001,2001-2005,GB,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/380752.380877,10.1145/380752.380877,
P0008182,conf/stoc/JerrumSV01,STOC,A*,Teoría,2001,2001-2005,US,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/380752.380877,10.1145/380752.380877,
P0008357,conf/uist/KuboJM01,UIST,A*,HCI,2001,2001-2005,JP,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/502348.502374,10.1145/502348.502374,
P0008590,conf/www/FinkelsteinGMRSWR01,WWW,A*,Bases de datos,2001,2001-2005,IL,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/371920.372094,10.1145/371920.372094,
P0008597,conf/www/Johanson01,WWW,A*,Bases de datos,2001,2001-2005,SE,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/371920.372150,10.1145/371920.372150,
P0008710,conf/atal/FritschiD02,AAMAS,A,IA / ML,2002,2001-2005,DE,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/544741.544753,10.1145/544741.544753,
P0008773,conf/atal/Legras02,AAMAS,A,IA / ML,2002,2001-2005,FR,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/544741.544857,10.1145/544741.544857,
P0008801,conf/atal/MuiMH02,AAMAS,A,IA / ML,2002,2001-2005,GB,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/544741.544807,10.1145/544741.544807,
P0008830,conf/atal/PujolSD02,AAMAS,A,IA / ML,2002,2001-2005,ES,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/544741.544853,10.1145/544741.544853,
P0008846,conf/atal/SakuraiY02,AAMAS,A,IA / ML,2002,2001-2005,JP,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/544741.544769,10.1145/544741.544769,
P0008988,conf/mm/CarlsonS02,ACMMM,A*,IA / ML,2002,2001-2005,DE,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/641007.641064,10.1145/641007.641064,
P0008997,conf/mm/CostaCG02,ACMMM,A*,IA / ML,2002,2001-2005,PT,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/641007.641065,10.1145/641007.641065,
P0009006,conf/mm/DuflosKH02,ACMMM,A*,IA / ML,2002,2001-2005,FR,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/641007.641138,10.1145/641007.641138,
P0009017,conf/mm/HashimotoMKN02,ACMMM,A*,IA / ML,2002,2001-2005,JP,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/641007.641030,10.1145/641007.641030,
P0009048,conf/mm/MazalekDI02,ACMMM,A*,IA / ML,2002,2001-2005,GB,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/641007.641037,10.1145/641007.641037,
P0009068,conf/mm/RyuSK02,ACMMM,A*,IA / ML,2002,2001-2005,KR,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/641007.641061,10.1145/641007.641061,
P0009086,conf/mm/WangC02,ACMMM,A*,IA / ML,2002,2001-2005,SG,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/641007.641055,10.1145/641007.641055,
P0009201,conf/kbse/GueheneucDJ02,ASE,A*,Ing. del Software,2002,2001-2005,FR,crossref,doi_author_affiliation,0.82,doi,doi:10.1109/ASE.2002.1115000,10.1109/ASE.2002.1115000,
P0009204,conf/kbse/KetfiBC02,ASE,A*,Ing. del Software,2002,2001-2005,FR,crossref,doi_author_affiliation,0.82,doi,doi:10.1109/ASE.2002.1115042,10.1109/ASE.2002.1115042,
P0009205,conf/kbse/Le02,ASE,A*,Ing. del Software,2002,2001-2005,FR,crossref,doi_author_affiliation,0.82,doi,doi:10.1109/ASE.2002.1115043,10.1109/ASE.2002.1115043,
P0009263,conf/asplos/GordonTKLMLLWHMA02,ASPLOS,A*,Sistemas,2002,2001-2005,GB,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/605397.605428,10.1145/605397.605428,
P0009281,conf/asplos/WitchelCA02,ASPLOS,A*,Sistemas,2002,2001-2005,GB,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/605397.605429,10.1145/605397.605429,
P0009534,conf/ccs/Camp02,CCS,A*,Seguridad,2002,2001-2005,GB,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/586110.586122,10.1145/586110.586122,
P0009538,conf/ccs/DengZB02,CCS,A*,Seguridad,2002,2001-2005,SG,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/586110.586120,10.1145/586110.586120,
P0009648,conf/chi/SuhmBMFGGP02,CHI,A*,HCI,2002,2001-2005,GB,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/503376.503427,10.1145/503376.503427,
P0009734,conf/cikm/RajaramanT02,CIKM,A,Bases de datos,2002,2001-2005,SG,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/584792.584914,10.1145/584792.584914,
P0009932,conf/cscw/Painter02,CSCW,A,HCI,2002,2001-2005,CA,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/587078.587117,10.1145/587078.587117,
P0009935,conf/cscw/PranteMS02,CSCW,A,HCI,2002,2001-2005,DE,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/587078.587094,10.1145/587078.587094,
P0010204,conf/date/BlasquezHFLBHB02,DATE,A,Sistemas,2002,2001-2005,FR,crossref,doi_author_affiliation,0.82,doi,doi:10.1109/DATE.2002.998430,10.1109/DATE.2002.998430,
P0010434,conf/ACMdis/Ehn02,DIS,A,HCI,2002,2001-2005,SE,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/778712.778717,10.1145/778712.778717,
P0010441,conf/ACMdis/HallnasR02,DIS,A,HCI,2002,2001-2005,SE,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/778712.778730,10.1145/778712.778730,
P0010463,conf/ACMdis/Smith02,DIS,A,HCI,2002,2001-2005,IT,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/778712.778718,10.1145/778712.778718,
P0010468,conf/ACMdis/Westerlund02,DIS,A,HCI,2002,2001-2005,SE,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/778712.778731,10.1145/778712.778731,
P0011435,conf/fpga/Kean02,FPGA,A,Sistemas,2002,2001-2005,GB,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/503048.503065,10.1145/503048.503065,
P0011462,conf/sigsoft/LopesFW02,FSE,A*,Ing. del Software,2002,2001-2005,PT,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/587051.587058,10.1145/587051.587058,
P0012112,conf/icde/AbererH02,ICDE,A*,Bases de datos,2002,2001-2005,CH,crossref,doi_author_affiliation,0.82,doi,doi:10.1109/ICDE.2002.994708,10.1109/ICDE.2002.994708,
P0014655,conf/ismb/Moreno-HagelsiebC02,ISMB,A,Bioinformática,2002,2001-2005,MX,crossref,doi_author_affiliation,0.82,doi,doi:10.1093/bioinformatics/18.suppl_1.s329,10.1093/bioinformatics/18.suppl_1.s329,
P0014675,conf/ismb/Wise02,ISMB,A,Bioinformática,2002,2001-2005,GB,crossref,doi_author_affiliation,0.82,doi,doi:10.1093/bioinformatics/18.suppl_1.s38,10.1093/bioinformatics/18.suppl_1.s38,
P0014709,conf/issta/Bertolino02,ISSTA,A,Ing. del Software,2002,2001-2005,IT,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/566172.566205,10.1145/566172.566205,
P0014711,conf/issta/BoyapatiKM02,ISSTA,A,Ing. del Software,2002,2001-2005,GB,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/566172.566191,10.1145/566172.566191,
P0014717,conf/issta/Encontre02,ISSTA,A,Ing. del Software,2002,2001-2005,FR,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/566172.566206,10.1145/566172.566206,
P0014727,conf/issta/MoorsVTZB02,ISSTA,A,Ing. del Software,2002,2001-2005,AU,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/566172.566195,10.1145/566172.566195,
P0014729,conf/issta/NimmerE02,ISSTA,A,Ing. del Software,2002,2001-2005,GB,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/566172.566213,10.1145/566172.566213,
P0014733,conf/issta/Sreenivas02,ISSTA,A,Ing. del Software,2002,2001-2005,IN,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/566172.566209,10.1145/566172.566209,
P0015005,conf/iui/MenkhausP02,IUI,A,HCI,2002,2001-2005,DE,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/502716.502760,10.1145/502716.502760,
P0015720,conf/kdd/BinghamMS02,KDD,A*,Bases de datos,2002,2001-2005,FI,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/775047.775112,10.1145/775047.775112,
P0015768,conf/kdd/RaskuttiFK02,KDD,A*,Bases de datos,2002,2001-2005,AU,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/775047.775139,10.1145/775047.775139,
P0015774,conf/kdd/StolteTH02,KDD,A*,Bases de datos,2002,2001-2005,US,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/775047.775064,10.1145/775047.775064,
P0016125,conf/mobicom/KrashinskyB02,MOBICOM,A*,Redes,2002,2001-2005,GB,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/570645.570660,10.1145/570645.570660,
P0016467,conf/podc/Delporte-GalletFHR02,PODC,A*,Sistemas,2002,2001-2005,FR,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/571825.571871,10.1145/571825.571871,
P0016480,conf/podc/HuangG02,PODC,A*,Sistemas,2002,2001-2005,US,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/571825.571849,10.1145/571825.571849,
P0017010,conf/siggraph/Amemiya02,SIGGRAPH,A*,HCI,2002,2001-2005,JP,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/2931127.2931181,10.1145/2931127.2931181,
P0017021,conf/siggraph/Baginski02,SIGGRAPH,A*,HCI,2002,2001-2005,PL,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/2931127.2931203,10.1145/2931127.2931203,
P0017027,conf/siggraph/Baptistao02,SIGGRAPH,A*,HCI,2002,2001-2005,BR,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/2931127.2931270,10.1145/2931127.2931270,
P0017036,conf/siggraph/Berry02,SIGGRAPH,A*,HCI,2002,2001-2005,JP,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/2931127.2931195,10.1145/2931127.2931195,
P0017042,conf/siggraph/Boeri02,SIGGRAPH,A*,HCI,2002,2001-2005,IT,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/2931127.2931139,10.1145/2931127.2931139,
P0017047,conf/siggraph/Boulbes02,SIGGRAPH,A*,HCI,2002,2001-2005,FR,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/2931127.2931183,10.1145/2931127.2931183,
P0017048,conf/siggraph/Boulbes02a,SIGGRAPH,A*,HCI,2002,2001-2005,FR,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/2931127.2931271,10.1145/2931127.2931271,
P0017105,conf/siggraph/Drouhin02,SIGGRAPH,A*,HCI,2002,2001-2005,FR,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/2931127.2931172,10.1145/2931127.2931172,
P0017114,conf/siggraph/Escalle02,SIGGRAPH,A*,HCI,2002,2001-2005,FR,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/2931127.2931185,10.1145/2931127.2931185,
P0017123,conf/siggraph/Fleishman02,SIGGRAPH,A*,HCI,2002,2001-2005,AU,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/2931127.2931173,10.1145/2931127.2931173,
P0017129,conf/siggraph/Fujii02a,SIGGRAPH,A*,HCI,2002,2001-2005,JP,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/2931127.2931265,10.1145/2931127.2931265,
P0017137,conf/siggraph/Givord02,SIGGRAPH,A*,HCI,2002,2001-2005,FR,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/2931127.2931162,10.1145/2931127.2931162,
P0017193,conf/siggraph/Jang02,SIGGRAPH,A*,HCI,2002,2001-2005,KR,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/2931127.2931186,10.1145/2931127.2931186,
P0017207,conf/siggraph/Kastelic02,SIGGRAPH,A*,HCI,2002,2001-2005,SI,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/2931127.2931284,10.1145/2931127.2931284,
P0017212,conf/siggraph/Keller02,SIGGRAPH,A*,HCI,2002,2001-2005,CH,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/2931127.2931133,10.1145/2931127.2931133,
P0017222,conf/siggraph/KotroMLL02,SIGGRAPH,A*,HCI,2002,2001-2005,FI,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1242073.1242147,10.1145/1242073.1242147,
P0017225,conf/siggraph/Krein02,SIGGRAPH,A*,HCI,2002,2001-2005,DE,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/2931127.2931282,10.1145/2931127.2931282,
P0017228,conf/siggraph/Kubik02,SIGGRAPH,A*,HCI,2002,2001-2005,DE,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/2931127.2931290,10.1145/2931127.2931290,
P0017282,conf/siggraph/Morino02,SIGGRAPH,A*,HCI,2002,2001-2005,JP,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/2931127.2931190,10.1145/2931127.2931190,
P0017287,conf/siggraph/Nakamae02,SIGGRAPH,A*,HCI,2002,2001-2005,JP,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/2931127.2931258,10.1145/2931127.2931258,
P0017301,conf/siggraph/Oberheu02,SIGGRAPH,A*,HCI,2002,2001-2005,US,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/2931127.2931155,10.1145/2931127.2931155,
P0017327,conf/siggraph/PresserR02,SIGGRAPH,A*,HCI,2002,2001-2005,IN,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/2931127.2931291,10.1145/2931127.2931291,
P0017355,conf/siggraph/Schreck02,SIGGRAPH,A*,HCI,2002,2001-2005,DE,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/2931127.2931269,10.1145/2931127.2931269,
P0017359,conf/siggraph/Sharon02,SIGGRAPH,A*,HCI,2002,2001-2005,GB,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1242073.1242160,10.1145/1242073.1242160,
P0017365,conf/siggraph/Sieber02,SIGGRAPH,A*,HCI,2002,2001-2005,DE,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/2931127.2931310,10.1145/2931127.2931310,
P0017375,conf/siggraph/Stanza02,SIGGRAPH,A*,HCI,2002,2001-2005,GB,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/2931127.2931177,10.1145/2931127.2931177,
P0017395,conf/siggraph/Torpus02,SIGGRAPH,A*,HCI,2002,2001-2005,CH,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/2931127.2931167,10.1145/2931127.2931167,
P0017400,conf/siggraph/Vinyals02,SIGGRAPH,A*,HCI,2002,2001-2005,ES,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/2931127.2931303,10.1145/2931127.2931303,
P0017410,conf/siggraph/Wawszcyk02,SIGGRAPH,A*,HCI,2002,2001-2005,DE,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/2931127.2931278,10.1145/2931127.2931278,
P0017419,conf/siggraph/Witt02,SIGGRAPH,A*,HCI,2002,2001-2005,GB,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1242073.1242250,10.1145/1242073.1242250,
P0017441,conf/sigir/BinghamKL02,SIGIR,A*,Bases de datos,2002,2001-2005,FI,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/564376.564444,10.1145/564376.564444,
P0017471,conf/sigir/Gery02,SIGIR,A*,Bases de datos,2002,2001-2005,FR,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/564376.564453,10.1145/564376.564453,
P0017478,conf/sigir/HonkelaT02,SIGIR,A*,Bases de datos,2002,2001-2005,FI,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/564376.564497,10.1145/564376.564497,
P0017489,conf/sigir/KouG02,SIGIR,A*,Bases de datos,2002,2001-2005,FR,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/564376.564460,10.1145/564376.564460,
P0017594,conf/sigmod/BumbulisB02,SIGMOD,A*,Bases de datos,2002,2001-2005,CA,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/564691.564753,10.1145/564691.564753,
P0017876,conf/stoc/Albers02,STOC,A*,Teoría,2002,2001-2005,DE,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/509907.509930,10.1145/509907.509930,
P0017937,conf/stoc/KargerL02,STOC,A*,Teoría,2002,2001-2005,GB,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/509907.509918,10.1145/509907.509918,
P0017952,conf/stoc/Raz02a,STOC,A*,Teoría,2002,2001-2005,IL,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/509907.509987,10.1145/509907.509987,
P0018365,conf/www/FilliesWW02,WWW,A*,Bases de datos,2002,2001-2005,DE,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/511446.511534,10.1145/511446.511534,
P0018407,conf/www/VillardL02,WWW,A*,Bases de datos,2002,2001-2005,FR,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/511446.511508,10.1145/511446.511508,
P0018413,conf/atal/Agostini03,AAMAS,A,IA / ML,2003,2001-2005,IT,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/860575.860724,10.1145/860575.860724,
P0018494,conf/atal/HelsingerLWZ03,AAMAS,A,IA / ML,2003,2001-2005,GB,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/860575.860711,10.1145/860575.860711,
P0018536,conf/atal/LovattPPPVW03,AAMAS,A,IA / ML,2003,2001-2005,AU,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/860575.860615,10.1145/860575.860615,
P0018603,conf/atal/SierraSAG03,AAMAS,A,IA / ML,2003,2001-2005,ES,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/860575.860823,10.1145/860575.860823,
P0018626,conf/atal/TuylsVL03,AAMAS,A,IA / ML,2003,2001-2005,BE,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/860575.860687,10.1145/860575.860687,
P0018638,conf/atal/WeissRN03,AAMAS,A,IA / ML,2003,2001-2005,DE,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/860575.860593,10.1145/860575.860593,
P0018739,conf/mm/ChaiV03,ACMMM,A*,IA / ML,2003,2001-2005,GB,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/957013.957057,10.1145/957013.957057,
P0019236,conf/ccs/BarrantesAPSZ03,CCS,A*,Seguridad,2003,2001-2005,MX,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/948109.948147,10.1145/948109.948147,
P0019903,conf/dac/MathysC03,DAC,A*,Sistemas,2003,2001-2005,CH,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/775832.775835,10.1145/775832.775835,
P0020512,conf/sigecom/LiebermanW03,EC,A*,Teoría,2003,2001-2005,GB,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/779928.779983,10.1145/779928.779983,
P0021012,conf/fpga/JarvinenTS03,FPGA,A,Sistemas,2003,2001-2005,FI,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/611817.611848,10.1145/611817.611848,
P0021020,conf/fpga/LewisBJLLLMMPPRWCR03,FPGA,A,Sistemas,2003,2001-2005,CA,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/611817.611821,10.1145/611817.611821,
P0026459,conf/iui/AlfaroZNG03,IUI,A,HCI,2003,2001-2005,IT,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/604045.604080,10.1145/604045.604080,
P0026466,conf/iui/BreemenB03,IUI,A,HCI,2003,2001-2005,NL,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/604045.604107,10.1145/604045.604107,
P0026501,conf/iui/LiuLS03,IUI,A,HCI,2003,2001-2005,GB,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/604045.604067,10.1145/604045.604067,
P0027357,conf/kdd/GamaRM03,KDD,A*,Bases de datos,2003,2001-2005,PT,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/956750.956813,10.1145/956750.956813,
P0027364,conf/kdd/Houle03,KDD,A*,Bases de datos,2003,2001-2005,JP,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/956750.956817,10.1145/956750.956817,
P0027817,conf/mobisys/BarrA03,Mobisys,A,Redes,2003,2001-2005,GB,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1066116.1066123,10.1145/1066116.1066123,
P0028147,conf/pldi/BoyapatiSBR03,PLDI,A*,Ing. del Software,2003,2001-2005,GB,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/781131.781168,10.1145/781131.781168,
P0028189,conf/podc/FanL03,PODC,A*,Sistemas,2003,2001-2005,GB,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/872035.872085,10.1145/872035.872085,
P0028212,conf/podc/Malewicz03,PODC,A*,Sistemas,2003,2001-2005,GB,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/872035.872075,10.1145/872035.872075,
P0028217,conf/podc/Micali03,PODC,A*,Sistemas,2003,2001-2005,GB,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/872035.872038,10.1145/872035.872038,
P0028585,conf/sigcomm/ElliottPT03,SIGCOMM,A*,Redes,2003,2001-2005,GB,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/863955.863982,10.1145/863955.863982,
P0028712,conf/siggraph/AngelBB03,SIGGRAPH,A*,HCI,2003,2001-2005,MX,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/965400.965439,10.1145/965400.965439,
P0028770,conf/siggraph/FallmanJLWW03,SIGGRAPH,A*,HCI,2003,2001-2005,SE,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/965400.965526,10.1145/965400.965526,
P0028781,conf/siggraph/Geary03,SIGGRAPH,A*,HCI,2003,2001-2005,GB,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/965400.965498,10.1145/965400.965498,
P0028792,conf/siggraph/GrauPT03,SIGGRAPH,A*,HCI,2003,2001-2005,GB,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/965400.965576,10.1145/965400.965576,
P0028813,conf/siggraph/HurmusiadisBB03,SIGGRAPH,A*,HCI,2003,2001-2005,GB,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/965400.965485,10.1145/965400.965485,
P0028861,conf/siggraph/MatveyevG03,SIGGRAPH,A*,HCI,2003,2001-2005,DE,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/965400.965527,10.1145/965400.965527,
